#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
unoccupied_group;Unoccupied;Inoccupé;;;Despoblado;;;;;;;;;x
ruin;Ruin;Ruine;;;Ruina;;;;;;;;;x
ruin_desc;This is a ruin. §YRuins can be colonised by right-clicking on their title shield and selecting the 'colonise' decision.§! ;Ceci est une ruine. §YLes ruines peuvent être colonisées en faisant un clic droit sur leur bouclier titre et en sélectionnant la décision 'coloniser'.§!;;;Esto es una ruina. §YLas ruinas pueden ser colonizadas haciendo click derecho sobre el escudo del título y seleccionando la decisión 'colonizar'.§!;;;;;;;;;x
unoccupied_rel_group;Unoccupied;Inoccupé;;;Despoblado;;;;;;;;;x
ruin_rel;Ruin;Ruine;;;Ruina;;;;;;;;;x
ruin_rel_DESC;Ruin. §YRuins can be colonised by right-clicking on their title shield and selecting the 'colonise' decision.§! ;Ruine. §YLes ruines peuvent être colonisées en faisant un clic droit sur leur bouclier titre et en sélectionnant la décision 'coloniser'.§!;;;Ruina. §YLas ruinas pueden ser colonizadas haciendo click derecho sobre el escudo del título y seleccionando la decisión 'colonizar'.§!;;;;;;;;;x
dothraki_domain_culture;Dothraki Domain;Domaine Dothraki;;;Dominio Dothraki;;;;;;;;;x
dothraki_domain_rel;Dothraki Domain;Domaine Dothraki;;;Dominio Dothraki;;;;;;;;;x
dothraki_domain_rel_DESC;Dothraki Domain;Domaine Dothraki;;;Dominio Dothraki;;;;;;;;;x
jogos_domain_culture;Jogos Nhai Domain;Domaine Jogos Nhai;;;Dominio Jogos Nhai;;;;;;;;;x
jogos_domain_rel;Jogos Nhai Domain;Domaine Jogos Nhai;;;Dominio Jogos Nhai;;;;;;;;;x
jogos_domain_rel_DESC;Jogos Nhai Domain;Domaine Jogos Nhai;;;Dominio Jogos Nhai;;;;;;;;;x
city_count_ruin;Ruin;Ruine;;;Ruina;;;;;;;;;x
city_count_foa_ruin;My Ruin;Ma ruine;;;Mi ruina;;;;;;;;;x
city_county_ruin;Ruin;Ruine;;;Ruina;;;;;;;;;x
city_county_of_ruin;Ruin of;Ruine de;;;Ruina de;;;;;;;;;x
count_ruin;Ruin;Ruine;;;Ruina;;;;;;;;;x
count_foa_ruin;My Ruin;Ma ruine;;;Mi ruina;;;;;;;;;x
county_ruin;Ruin;Ruine;;;Ruina;;;;;;;;;x
county_of_ruin;Ruin of;Ruine de;;;Ruina de ;;;;;;;;;x
city_baron_ruin;Ruin;Ruine;;;Ruina;;;;;;;;;x
city_baron_foa_ruin;My Ruin;Ma ruine;;;Mi ruina;;;;;;;;;x
city_barony_ruin;Ruined City;Cité en ruine;;;Ciudad en ruinas;;;;;;;;;x
city_barony_of_ruin;Ruined City of;Cité en ruine de;;;Ciudad en ruinas de;;;;;;;;;x
baron_ruin;Ruin;Ruine;;;Ruina;;;;;;;;;x
baron_foa_ruin;My Ruin;Ma ruine;;;Mi ruina;;;;;;;;;x
barony_ruin;Ruined Castle;Château en ruine;;;Castillo en ruinas;;;;;;;;;x
barony_of_ruin;Ruined Castle of;Château en ruine de;;;Castillo en ruinas de;;;;;;;;;x
temple_baron_ruin;Ruin;Ruine;;;Ruina;;;;;;;;;x
temple_baron_foa_ruin;My Ruin;Ma ruine;;;Mi ruina;;;;;;;;;x
temple_barony_ruin;Ruined Temple;Temple en ruine;;;Templo en ruinas;;;;;;;;;x
temple_barony_of_ruin;Ruined Temple of;Temple en ruine de;;;Templo en ruinas de;;;;;;;;;x
ruined_province;Ruined Province;Province en ruine;;;Provincia en ruinas;;;;;;;;;x
colony;Colony;Colonie;;;Colonia;;;;;;;;;x
partial_colony;Advanced Colony;Colonie avancée;;;Colonia desarrollada;;;;;;;;;x
colonisation;Colonisation;Colonisation;;;Colonización;;;;;;;;;x
colonisation_desc;This province is an unoccupied ruin, which can be colonised under the right conditions.;Cette province est en ruine et inoccupée, elle peut être colonisée sous certaines conditions.;;;Esta provincia es una ruina deshabitada, puede ser colonizada bajo las condiciones adecuadas.;;;;;;;;;x
colonise_province;Colonise;Coloniser;;;Colonizar;;;;;;;;;x
colonise_province_named;Colonise [Root.GetName];Coloniser [Root.GetName];;;Colonizar [Root.GetName];;;;;;;;;x
colonise_province_desc;[Root.GetName] is an unoccupied ruin, which can be colonised under the right conditions.;Cette province est en ruines et inoccupée, elle peut être colonisée sous certaines conditions.;;;[Root.GetName] es una ruina deshabitada, puede ser colonizada bajo las condiciones adecuadas.;;;;;;;;;x
CB_NAME_COLONISATION;Colonisation of [Title.GetBaseName];Colonisation de [Title.GetBaseName];;;Colonización de [Title.GetBaseName];;;;;;;;;x
WAR_NAME_COLONISATION;$ORDER$$FIRST_ADJ$ Colonisation of $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Colonisation de $OTHER_TITLE$;;;$ORDER$$FIRST_ADJ$ Colonización de $OTHER_TITLE$;;;;;;;;;x
TOOLTIPunoccupied.3;A colony will be established in [This.GetName]\nColonies will be unprofitable and provide little troops for many years until complete. Larger colonies cost more to maintain and will take longer to complete.\n Your stewardship rating will effect how quickly the colony is built, and assigning your steward to oversee construction will also decrease completion time.\n;Une colonie va être établie dans la province sélectionnée\nN'oubliez pas que la colonie ne vous rapportera pas d'argent et ne pourra pas vous fournir beaucoup de troupes pendant de nombreuses années, jusqu'à la fin du processus de colonisation. Les grandes colonies prendront plus de temps à s'établir et coûteront plus chères.\nVotre compétence intendance aura un impact sur le temps que mettra votre colonie à s'établir. Envoyer votre intendant superviser la construction peut réduire la durée d'installation.\n;;;Una colonia se establecerá en la región seleccionada\nTen en cuenta que la colonia no será rentable y producirá pocas tropas hasta que no esté construida. Las colonias grandes son más caras de mantener y tardan más tiempo en desarrollarse. \n Tu capacidad de administración influirá en la velocidad de construcción de la colonia. La asignación de un delegado como supervisor también disminuirá el tiempo de construcción.\n;;;;;;;;;x
EVTDESCunoccupied.3;You have decreed that a new colony shall be established in the name of House [Root.GetOnlyDynastyName], all that is needed is the final order....;Vous avez décrété qu'une nouvelle colonie devait être établie au nom de la maison [Root.GetOnlyDynastyName], il ne reste plus qu'à en donner l'ordre…;;;Has decretado que se establecerá una nueva colonia en nombre de la Casa [Root.GetOnlyDynastyName], tan solo falta que des la orden...;;;;;;;;;x
EVTOPTAunoccupied.3;Yes, start the colony;Oui, qu'on commence la construction de la colonie.;;;Sí, comienza la construcción de la colonia.;;;;;;;;;x
EVTOPTBunoccupied.3;Actually I change my mind;J'ai changé d'avis.;;;He cambiado de idea.;;;;;;;;;x
ca_colony_1;Small Outpost;Petit avant-poste;;;Pequeño Puesto Avanzado;;;;;;;;;x
ca_colony_2;Outpost;Avant-poste;;;Puesto Avanzado;;;;;;;;;x
ca_colony_3;Large Outpost;Grand avant-poste;;;Gran Puesto Avanzado;;;;;;;;;x
ca_colony_4;Colony;Colonie;;;Colonia;;;;;;;;;x
ca_colony_5;Large Colony;Grande colonie;;;Colonia Grande;;;;;;;;;x
ca_colony_6;Huge Colony;Immense colonie;;;Colonia Enorme;;;;;;;;;x
ct_colony_1;Small Outpost;Petit avant-poste;;;Pequeño Puesto Avanzado;;;;;;;;;x
ct_colony_2;Outpost;Avant-poste;;;Puesto Avanzado;;;;;;;;;x
ct_colony_3;Large Outpost;Grand avant-poste;;;Gran Puesto Avanzado;;;;;;;;;x
ct_colony_4;Colony;Colonie;;;Colonia;;;;;;;;;x
ct_colony_5;Large Colony;Grande colonie;;;Colonia Grande;;;;;;;;;x
